Voltage; Resistencia; CO2 PPM;CO2 PPM1 ; RH; Temp
0,31613;14816,32653;793,83349;7975,57693;48,94209;24,16878
0,31613;14816,32653;793,83349;7975,57693;48,95582;24,16744
0,31613;14816,32653;793,83349;7975,57693;48,97680;24,15352
0,31613;14816,32653;793,83349;7975,57693;48,97137;24,15085
0,31613;14816,32653;793,83349;7975,57693;48,99883;24,14227
0,31613;14816,32653;793,83349;7975,57693;48,98052;24,14398
0,31613;14816,32653;793,83349;7975,57693;48,98386;24,14703
0,31613;14816,32653;793,83349;7975,57693;48,88496;24,14341
0,31613;14816,32653;793,83349;7975,57693;48,98548;24,14875
0,31613;14816,32653;793,83349;7975,57693;48,99855;24,15123
0,31613;14816,32653;793,83349;7975,57693;49,12958;24,13921
0,31613;14816,32653;793,83349;7975,57693;49,13921;24,13654
0,31613;14816,32653;793,83349;7975,57693;49,09925;24,14303
0,31613;14816,32653;793,83349;7975,57693;49,07913;24,14360
0,31613;14816,32653;793,83349;7975,57693;49,05443;24,13063
0,31613;14816,32653;793,83349;7975,57693;49,07141;24,12930
0,31613;14816,32653;793,83349;7975,57693;49,09544;24,13235
0,31613;14816,32653;793,83349;7975,57693;49,08428;24,12682
0,31613;14816,32653;793,83349;7975,57693;49,04995;24,13311
0,31613;14816,32653;793,83349;7975,57693;49,01285;24,13139
0,31613;14816,32653;793,83349;7975,57693;49,03812;24,13006
0,31613;14816,32653;793,83349;7975,57693;49,00599;24,12453
0,31613;14816,32653;793,83349;7975,57693;49,01924;24,11575
0,31613;14816,32653;793,83349;7975,57693;49,07141;24,12052
0,31613;14816,32653;793,83349;7975,57693;49,10383;24,11537
0,31613;14816,32653;793,83349;7975,57693;49,10088;24,11366
0,31613;14816,32653;793,83349;7975,57693;49,06330;24,11098
0,31613;14816,32653;793,83349;7975,57693;49,07141;24,11499
0,31613;14816,32653;793,83349;7975,57693;49,01943;24,11785
0,31613;14816,32653;793,83349;7975,57693;49,00112;24,12052
0,31613;14816,32653;793,83349;7975,57693;48,93494;24,12567
0,31613;14816,32653;793,83349;7975,57693;49,00198;24,13177
0,31290;14979,38144;770,13569;7471,89534;48,98815;24,13044
0,31613;14816,32653;793,83349;7975,57693;48,97928;24,13101
0,31613;14816,32653;793,83349;7975,57693;48,96851;24,13387
0,31290;14979,38144;770,13569;7471,89534;48,94152;24,13445
0,31290;14979,38144;770,13569;7471,89534;48,92225;24,13826
0,31290;14979,38144;770,13569;7471,89534;48,92216;24,13960
0,31290;14979,38144;770,13569;7471,89534;48,87037;24,13235
0,31290;14979,38144;770,13569;7471,89534;48,97747;24,12491
0,31613;14816,32653;793,83349;7975,57693;48,95706;24,11346
0,31290;14979,38144;770,13569;7471,89534;48,97604;24,11289
0,31290;14979,38144;770,13569;7471,89534;48,99540;24,11232
0,31290;14979,38144;770,13569;7471,89534;48,98443;24,11709
0,31290;14979,38144;770,13569;7471,89534;49,00475;24,12109
0,31290;14979,38144;770,13569;7471,89534;48,93198;24,12109
0,31290;14979,38144;770,13569;7471,89534;48,93007;24,12052
0,31290;14979,38144;770,13569;7471,89534;48,95391;24,12567
0,31290;14979,38144;770,13569;7471,89534;49,02029;24,12186
